순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
558,267363,1192000 1543000,"농림축산식품부,해양수산부",010598,도시와 농어촌 간의 교류촉진에 관한 법률,20241220,제20580호,20250621,A0002,법률,24050100,第1節 通 則
559,261157,1613000,국토교통부,011869,도시재생 활성화 및 지원에 관한 특별법,20240319,제20394호,20240920,A0002,법률,33030300,第3節 都市開發
560,257351,1613000,국토교통부,010088,도시재정비 촉진을 위한 특별법,20231226,제19849호,20240427,A0002,법률,33030300,第3節 都市開發
561,258315,1613000,국토교통부,001751,도시철도법,20240109,제19987호,20240109,A0002,법률,41030100,第1節 鐵道運送
562,254859,1480000,환경부,014508,도시하천유역 침수피해방지대책법,20230914,제19719호,20240315,A0002,법률,39010000,第1章 行政組織·通則
563,251931,1421000,중소벤처기업부,012052,도시형소공인 지원에 관한 특별법,20230620,제19503호,20231221,A0002,법률,28020000,第2章 中小企業
564,259963,1613000,국토교통부,014616,도심 복합개발 지원에 관한 법률,20240206,제20235호,20250207,A0002,법률,33020100,第1節 國土計劃
565,259893,1613000,국토교통부,014519,도심융합특구 조성 및 육성에 관한 특별법,20240206,제20234호,20240807,A0002,법률,33030300,第3節 都市開發
566,255409,1613000,국토교통부,014520,도심항공교통 활용 촉진 및 지원에 관한 법률,20231024,제19768호,20240425,A0002,법률,41020000,第2章 交通安全·交通整備
567,251607,1613000,국토교통부,010723,도청이전을 위한 도시건설 및 지원에 관한 특별법,20230609,제19430호,20230710,A0002,법률,33020100,第1節 國土計劃
568,260469,1480000,환경부,000168,독도 등 도서지역의 생태계 보전에 관한 특별법,20240213,제20309호,20240517,A0002,법률,39020000,第2章 環境保全
569,248545,1830000,국가보훈부,010012,독도의용수비대 지원법,20230304,제19228호,20230605,A0002,법률,15020000,第2章 國家報勳
570,148466,1192000,해양수산부,009934,독도의 지속가능한 이용에 관한 법률,20131230,제12147호,20140701,A0002,법률,39020000,第2章 環境保全
571,216131,1051000,기획재정부,000564,독립공채상환에 관한 특별조치법,20200331,제17143호,20200331,A0002,법률,23020000,第2章 通貨·國債
572,248547,1830000,국가보훈부,000822,독립기념관법,20230304,제19228호,20230605,A0002,법률,17030000,第3章 文化財
573,268571,1830000,국가보훈부,001328,독립유공자예우에 관한 법률,20250121,제20685호,20250422,A0002,법률,15020000,第2章 國家報勳
574,255817,1371000,문화체육관광부,010360,독서문화진흥법,20231031,제19794호,20240501,A0002,법률,17020000,第2章 文化·藝術
575,268617,1130000,공정거래위원회,001591,독점규제 및 공정거래에 관한 법률,20250121,제20711호,20250422,A0002,법률,19090100,第1節 物價·公正去來·消費者保護
576,169467,1342000,교육부,000892,독학에 의한 학위취득에 관한 법률,20150327,제13223호,20150928,A0002,법률,16020200,第2節 學力認定
577,267325,1543000,농림축산식품부,000412,동물보호법,20241220,제20581호,20250621,A0002,법률,25020000,第2章 畜産振興
578,246003,1192000 1480000,"해양수산부,환경부",012566,동물원 및 수족관의 관리에 관한 법률,20221213,제19086호,20231214,A0002,법률,39020000,第2章 環境保全
579,254839,1543000,농림축산식품부,012313,동물위생시험소법,20230914,제19708호,20231215,A0002,법률,25040000,第4章 家畜衛生·畜産物檢査
580,230371,1342000,교육부,010204,동북아역사재단 설립ㆍ운영에 관한 법률,20210323,제17954호,20210323,A0002,법률,16040000,第4章 學·藝術振興
581,222425,1270000,법무부,011215,동산ㆍ채권 등의 담보에 관한 법률,20201020,제17502호,20220421,A0002,법률,08010000,第1章 民 法
582,251609,1613000,국토교통부,010608,동ㆍ서ㆍ남해안 및 내륙권 발전 특별법,20230609,제19430호,20230710,A0002,법률,33020100,第1節 國土計劃
583,248521,1320000,경찰청,011559,동의대 사건 희생자의 명예회복 및 보상에 관한 법률,20230304,제19228호,20230605,A0002,법률,11030400,第4節 賞勳·懲戒
584,199779,1371000,문화체육관광부,009672,동학농민혁명 참여자 등의 명예회복에 관한 특별법,20171219,제15262호,20180320,A0002,법률,17030000,第3章 文化財
585,260389,1613000,국토교통부,013479,드론 활용의 촉진 및 기반조성에 관한 법률,20240213,제20295호,20240814,A0002,법률,41080000,第8章 航 空
586,203628,1270000,법무부,013128,드루킹의 인터넷상 불법 댓글 조작 사건과 관련된 진상규명을 위한 특별검사의 임명 등에 관한 법률,20180529,제15622호,20180529,A0002,법률,07010200,第2節 檢察廳
587,197503,1270000,법무부,001179,등기특별회계법,20170919,제14875호,20170919,A0002,법률,06020300,第3節 文書·庶務·財務등
588,259269,1192000,해양수산부,014599,등대유산 보존 및 활용에 관한 법률,20240123,제20126호,20250124,A0002,법률,17030000,第3章 文化財
589,213449,1270000 1280000 1320000,"경찰청,대검찰청,법무부",011143,디엔에이신원확인정보의 이용 및 보호에 관한 법률,20200121,제16866호,20200121,A0002,법률,09010000,第1章 刑 法
590,259663,1430000,특허청,001871,디자인보호법,20240206,제20200호,20240807,A0002,법률,30030000,第3章 意匠·商標
591,235539,1342000,교육부,014149,디지털 기반의 원격교육 활성화 기본법,20210924,제18459호,20220325,A0002,법률,16020800,第8節 敎育振興
592,260593,1471000,식품의약품안전처,014601,디지털의료제품법,20240220,제20331호,20250221,A0002,법률,36030000,第3章 醫事·血液管理
593,255865,1192000,해양수산부,011016,마리나항만의 조성 및 관리 등에 관한 법률,20231031,제19819호,20250501,A0002,법률,42050000,第5章 港 灣
594,269961,1352000 1471000,"보건복지부,식품의약품안전처",002025,마약류 관리에 관한 법률,20250318,제20814호,20250619,A0002,법률,37030000,第3章 麻藥등
595,228085,1270000,법무부,001125,마약류 불법거래 방지에 관한 특례법,20210105,제17826호,20210105,A0002,법률,09010000,第1章 刑 法
596,248893,1371000,문화체육관광부,011549,만화진흥에 관한 법률,20230321,제19247호,20230922,A0002,법률,17040100,第1節 言論·出版
597,267327,1543000,농림축산식품부,011351,말산업 육성법,20241220,제20581호,20250621,A0002,법률,25020000,第2章 畜産振興
598,260471,1833100,국가유산청,011152,매장유산 보호 및 조사에 관한 법률,20240213,제20309호,20250214,A0002,법률,17030000,第3章 文化財
599,260573,1480000,환경부,000165,먹는물관리법,20240220,제20332호,20250221,A0002,법률,39020000,第2章 環境保全
600,250063,1613000,국토교통부,014426,모빌리티 혁신 및 활성화 지원에 관한 법률,20230418,제19381호,20241019,A0002,법률,41070000,第7章 物 流
601,270399,1352000,보건복지부,000183,모자보건법,20250401,제20879호,20250401,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
602,259037,1400000,산림청,011620,목재의 지속가능한 이용에 관한 법률,20240123,제20086호,20240724,A0002,법률,26020000,第2章 山 林
603,205811,1270000,법무부,001148,몰수금품 등 처리에 관한 임시특례법,20181218,제15973호,20181218,A0002,법률,09010000,第1章 刑 法
604,237019,1450000,산업통상자원부,002026,무역거래기반 조성에 관한 법률,20211130,제18522호,20221201,A0002,법률,28040000,第4章 貿 易
605,213977,1450000,산업통상자원부,001465,무역보험법,20200204,제16957호,20200805,A0002,법률,28040000,第4章 貿 易
606,255867,1192000,해양수산부,010510,무인도서의 보전 및 관리에 관한 법률,20231031,제19819호,20250501,A0002,법률,42080000,제8장 해양공간ㆍ연안관리
607,260473,1833100,국가유산청,012265,무형유산의 보전 및 진흥에 관한 법률,20240213,제20309호,20240517,A0002,법률,17030000,第3章 文化財
608,246719,1371000,문화체육관광부,012490,문학진흥법,20221227,제19117호,20230628,A0002,법률,17020000,第2章 文化·藝術
609,270161,1371000,문화체육관광부,011953,문화기본법,20250325,제20836호,20250325,A0002,법률,17010000,第1章 行政組織·通則
610,219067,1371000,문화체육관광부,012051,문화다양성의 보호와 증진에 관한 법률,20200609,제17406호,20201210,A0002,법률,17010000,第1章 行政組織·通則
611,265857,1371000,문화체육관광부,001983,문화산업진흥 기본법,20241022,제20493호,20250423,A0002,법률,17010000,第1章 行政組織·通則
612,265895,1371000,문화체육관광부,010085,문화예술교육 지원법,20241022,제20494호,20241022,A0002,법률,16040000,第4章 學·藝術振興
613,251909,1371000,문화체육관광부,000836,문화예술진흥법,20230620,제19480호,20231221,A0002,법률,17020000,第2章 文化·藝術
614,251065,1371000,문화체육관광부,012001,문화예술후원 활성화에 관한 법률,20230516,제19409호,20240517,A0002,법률,17020000,第2章 文化·藝術
615,260475,1480000 1833100,"국가유산청,환경부",010178,문화유산과 자연환경자산에 관한 국민신탁법,20240213,제20309호,20240517,A0002,법률,39020000,第2章 環境保全
616,260205,1833100,국가유산청,001607,문화유산의 보존 및 활용에 관한 법률,20240213,제20286호,20250214,A0002,법률,17030000,第3章 文化財
617,261383,1051000,기획재정부,000669,물가안정에 관한 법률,20240326,제20404호,20240927,A0002,법률,19090100,第1節 物價·公正去來·消費者保護
618,228115,1480000,환경부,013136,물관리기본법,20210105,제17841호,20210706,A0002,법률,39020000,第2章 環境保全
619,265987,1480000,환경부,013137,물관리기술 발전 및 물산업 진흥에 관한 법률,20241022,제20517호,20250423,A0002,법률,39020000,第2章 環境保全
620,268843,1613000,국토교통부,000091,물류시설의 개발 및 운영에 관한 법률,20250131,제20760호,20250131,A0002,법률,41070000,第7章 物 流
621,258207,1192000 1613000,"국토교통부,해양수산부",000092,물류정책기본법,20240109,제19986호,20240710,A0002,법률,41070000,第7章 物 流
622,255463,1480000,환경부,014516,물순환 촉진 및 지원에 관한 법률,20231024,제19758호,20241025,A0002,법률,39020000,第2章 環境保全
623,259257,1480000,환경부,011209,물의 재이용 촉진 및 지원에 관한 법률,20240123,제20115호,20240724,A0002,법률,39020000,第2章 環境保全
624,218689,1051000,기획재정부,001595,물품관리법,20200609,제17339호,20200609,A0002,법률,19040000,第4章 物品管理
625,92068,1051000,기획재정부,000685,물품목록정보의 관리 및 이용에 관한 법률,20090325,제9517호,20090626,A0002,법률,19040000,第4章 物品管理
626,259261,1480000,환경부,000166,물환경보전법,20240123,제20116호,20250124,A0002,법률,39020000,第2章 環境保全
627,258067,1450000,산업통상자원부,014577,미래자동차 부품산업의 전환촉진 및 생태계 육성에 관한 특별법,20240109,제19954호,20240710,A0002,법률,28050000,第5章 工 業
628,258079,1480000,환경부,013159,미세먼지 저감 및 관리에 관한 특별법,20240109,제19961호,20240710,A0002,법률,39020000,第2章 環境保全
629,252829,1371000,문화체육관광부,014478,미술진흥법,20230725,제19568호,20240726,A0002,법률,17010000,第1章 行政組織·通則
630,253441,1400000,산림청,011371,민간인 통제선 이북지역의 산지관리에 관한 특별법,20230808,제19590호,20240517,A0002,법률,26020000,第2章 山 林
631,268183,1613000,국토교통부,000243,민간임대주택에 관한 특별법,20250114,제20661호,20250604,A0002,법률,34020000,第2章 住 宅
632,258497,1290000 1450000,"국방부,산업통상자원부",000759,민ㆍ군기술협력사업 촉진법,20240109,제19990호,20240710,A0002,법률,18020000,第2章 科學技術振興
633,266645,1741000,행정안전부,001631,민방위기본법,20241203,제20545호,20250604,A0002,법률,12010000,第1章 民防衛
634,265307,1270000,법무부,001706,민법,20240920,제20432호,20250131,A0002,법률,08010000,第1章 民 法
635,253321,1270000,법무부,011173,민사소송 등에서의 전자문서 이용 등에 관한 법률,20230808,제19581호,20250203,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
636,258671,1270000,법무부,001195,민사소송 등 인지법,20240116,제20003호,20250301,A0002,법률,08030400,第4節 訴訟費用
637,258669,1270000,법무부,001700,민사소송법,20240116,제20003호,20250301,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
638,130808,1270000,법무부,001197,민사소송비용법,20121218,제11551호,20131219,A0002,법률,08030400,第4節 訴訟費用
639,213779,1270000,법무부,001202,민사조정법,20200204,제16910호,20200305,A0002,법률,08030300,第3節 調停·破産·會社整理
640,265351,1270000,법무부,009290,민사집행법,20240920,제20434호,20250131,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
